"Week","SKU.A.2","SKU.B.2","SKU.C.1","SKU.C.2","SKU.F.1","SKU.F.2","SKU.H.2","SKU.I.2","SKU.J.2","SKU.K.2","SKU.L.1","SKU.L.2","SKU.M.2","SKU.O.1","SKU.O.2","SKU.Q.2","SKU.S.2","SKU.B.1","SKU.E.2","SKU.G.2","SKU.H.1","SKU.K.1","SKU.N.2","SKU.Q.1","SKU.M.1","SKU.Q.3","SKU.C.3","SKU.F.3","SKU.H.3","SKU.K.3","SKU.O.3","SKU.B.3","SKU.G.3","SKU.L.3","SKU.N.3","SKU.A.3","SKU.E.3","SKU.I.3","SKU.S.3","SKU.U.3","SKU.T.3","SKU.J.3","SKU.B.4","SKU.O.4","SKU.Q.4","SKU.U.4","SKU.W.4","SKU.C.4","SKU.K.4","SKU.L.4","SKU.A.4","SKU.T.4","SKU.D.4","SKU.F.4","SKU.G.4","SKU.H.4","SKU.V.4","SKU.I.4","SKU.N.4","SKU.R.4","SKU.S.4","SKU.J.4","SKU.E.4","SKU.P.4","SKU.A.5","SKU.D.5","SKU.K.5","SKU.C.5","SKU.B.5","SKU.R.5","SKU.T.5","SKU.U.5","SKU.V.5","SKU.Y.5","SKU.X.5","SKU.L.5","SKU.Q.5","SKU.S.5","SKU.W.5","SKU.J.5","SKU.E.5","SKU.F.5","SKU.H.5","SKU.N.5","SKU.I.5","SKU.G.5"
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14809,2388,7802,2611,18312,4841,796,2898,2866,955,0,0,318,0,6369,159,6051,56752,50700,80096,64268,40080,240892,96880,62755,63264,17039,30287,174554,21003,65127,21528,28264,39092,11433,57691,8201,38439,11146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64012,2229,2150,780,3025,11943,637,0,16752,669,0,0,0,318,2516,445,4777,56082,88184,128820,47771,25955,326688,139172,76831,90048,10828,32994,244506,20382,70381,15207,16305,32931,6369,51257,5255,6513,42994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10191,7882,9315,1162,27866,318,2070,637,62102,382,0,0,159,955,6688,478,0,81576,46657,149474,47213,49649,276179,109030,97899,107294,23232,43233,295606,20780,167499,22118,25859,53790,5366,153424,7182,14649,28662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34713,2596,3853,701,8917,33439,2150,0,4777,382,0,0,923,191,3886,557,0,37054,43344,60127,34919,40637,171307,97134,80398,48440,7596,30940,146799,24840,85031,21226,15653,25207,1035,94873,5987,36099,71656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20446,3073,1369,781,9395,318,1115,64,0,1513,1115,159,318,526,4777,0,0,28153,110414,72834,74044,58424,142770,93567,86464,50208,7961,29395,114267,14555,62086,10287,14745,38693,5765,57563,24442,24490,35828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21370,4459,3280,1671,3662,31051,3822,0,2389,812,0,1592,668,1592,3344,159,0,62627,43265,110350,25797,40541,225986,33615,126402,42452,8025,24378,125510,14665,148823,31465,28487,32070,5445,80700,8997,16178,246019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14889,4267,3487,1162,10828,35828,7038,0,16,1115,32,1274,637,1147,2389,0,669,61847,28662,115860,33615,23535,255001,180286,92835,49872,14171,36767,147087,15143,110669,31385,21339,24602,3439,62755,5303,6385,50159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47038,3025,1751,780,14331,143344,3344,2197,9618,1672,1274,637,159,0,6067,318,15175,99650,37548,162580,49681,40334,382596,99666,92676,140303,14506,35621,247086,19554,168153,29553,26211,39649,5461,63376,1592,10987,95541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26178,4299,4140,477,10987,64490,4936,318,24746,429,48,318,318,732,3981,318,2548,90941,50971,191290,44649,27358,350335,144491,100716,85987,14746,39011,172277,18773,69427,26752,43168,63614,5669,55477,7579,5414,121815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,3184,2739,717,3503,20828,1592,32,2421,1051,717,955,159,334,3201,0,10589,60079,46433,77372,33295,39681,316911,82882,88694,129316,19666,32294,186943,26258,160016,30079,29602,45477,5000,62038,1449,5892,105096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5414,3026,7962,812,3503,28678,0,334,9554,1560,955,0,637,478,4793,0,4459,96656,32643,48216,34156,32244,370366,75477,52277,104602,17245,32389,216816,29857,126703,25795,37134,52053,3344,42421,2834,11337,192675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35828,3503,2102,636,4825,59713,1752,0,0,828,159,0,318,812,1672,0,46975,83997,26911,102022,39713,26751,255558,81847,101225,48073,20733,24141,181608,21353,136482,10828,27388,53360,7007,60988,6130,4060,124204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198487,1751,4618,684,2468,201035,1433,96,4809,2102,0,0,636,159,3981,478,15685,31687,59490,76704,34315,27770,100796,34236,62835,52978,16305,45111,170064,16561,61799,15350,14172,15603,5525,53391,15684,5174,203025,318,159,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141385,6529,478,159,159,78822,159,96,4841,1911,3217,0,0,366,3981,0,0,40765,79378,61306,42356,43902,250780,60190,90351,53869,31496,38997,198997,19156,112134,28726,24458,28503,5000,57882,8916,5096,100318,159,0,0,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106688,10669,10701,239,1497,116465,1274,2389,11624,64,0,0,0,0,3185,0,15924,63997,68630,168598,34538,27022,289219,97547,101401,108041,12691,43630,241640,22389,156306,33249,40254,36815,2070,56576,637,4617,230892,0,0,14156,1433,3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52707,5000,7166,96,637,67197,1273,637,318,955,0,0,318,955,2389,0,637,51114,63758,141481,30939,37500,213854,69809,80429,57309,20508,38232,153518,11560,111019,21497,22993,27165,7993,31066,955,7484,25478,2389,2866,4617,1273,2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39969,1274,2453,1592,1592,105096,318,828,4777,318,159,318,955,318,2389,0,10828,46274,51593,134284,59554,47436,303869,72738,71672,73917,9777,29077,181720,13695,105749,29156,32292,30350,2150,42676,9872,5446,292994,14012,478,4522,12898,2707,12898,1592,8280,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94586,2102,3343,494,5972,87739,159,318,2389,0,159,3185,191,955,4777,478,13535,42898,42198,77229,31401,49745,247038,77707,66480,32739,9108,28343,177006,14347,62261,15939,26434,21879,796,43934,4459,8216,151274,11210,159,2929,8918,1115,8838,4299,318,5319,28662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36815,3662,477,828,2229,52548,0,0,0,32,796,1433,64,159,3981,0,0,74077,65924,80891,37054,21401,277740,94268,91560,73328,9634,30891,155923,21098,116895,8089,21593,37580,2500,55876,318,6687,78025,637,2707,11306,16163,1433,1497,477,3503,0,55732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124745,637,3344,971,1481,160096,0,478,7166,159,0,478,318,159,3981,0,3662,62978,54905,68551,39761,19586,154076,77977,91481,48503,16003,39363,149776,14808,63836,16146,16082,37244,9490,30016,2547,14649,117038,27356,796,10367,32897,11306,2261,1433,3025,1879,71656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20064,1592,8726,1194,3344,23089,955,207,4777,159,955,955,955,1274,3981,0,0,61416,31163,93583,30924,32245,313789,75637,72914,76655,18121,30542,221386,16814,107946,19904,24044,23790,5366,36513,3249,26592,38217,115334,1289,29857,6115,6433,4538,636,17245,10924,1592,2962,9554,22611,12738,3041,1115,NA,NA,NA,NA,NA,NA
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85239,1592,6051,477,4124,89172,0,0,21497,159,2548,NA,637,366,2421,0,0,55302,42452,101433,25924,23328,210780,90382,93965,41879,20956,36130,104825,17038,102993,12197,17739,30191,3184,37611,2500,23726,7166,11417,0,23407,2166,2548,19013,1433,3980,3837,27070,3137,11306,9666,26911,2389,6131,NA,NA,NA,NA,NA,NA
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39665,2070,4204,0,1911,117914,478,175,4777,175,0,NA,510,0,3981,0,637,66179,27102,52802,28694,41019,232644,56529,85988,54124,10924,37134,116799,15940,78487,11720,24379,23375,1752,22468,3344,6210,150478,25383,318,21083,2389,34921,11385,6560,4394,10637,128981,1895,10477,8503,17850,11226,5016,NA,NA,NA,NA,NA,NA
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11146,1115,4729,478,1768,310510,796,478,31051,318,0,NA,159,159,5573,0,0,79235,35908,76959,32166,50796,291401,66115,81131,63870,8980,32612,169172,14857,95765,29586,23933,28058,5764,31975,3599,5350,122611,18805,0,23996,0,8440,17245,3487,9713,5478,146497,1497,13455,25144,20828,3742,4777,NA,NA,NA,NA,NA,NA
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,2229,5095,0,2166,191083,637,796,7166,478,16,NA,509,764,4777,159,0,53933,36370,98631,41194,45779,249697,55828,96433,62532,7134,48838,197103,12723,85796,17022,28185,28726,8519,68934,4490,21051,118631,24809,701,42835,4761,9746,10732,2181,6672,3917,30255,14013,19235,74808,40700,8965,398,NA,NA,NA,NA,NA,NA
171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16242,4618,2070,64,350,21497,0,159,7787,318,0,NA,0,1433,3981,3662,14809,50541,42563,36131,14681,17372,167691,58152,78359,31560,8949,50876,118216,12437,66051,18217,32770,14235,1671,26784,2547,19028,110669,8344,3822,48264,15127,15940,20605,6434,12595,8598,55732,36544,8440,37229,35764,25127,0,159,NA,NA,NA,NA,NA
172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34713,1592,2356,876,717,215764,1592,828,478,0,32,NA,48,318,1592,796,16,55048,42865,67006,34395,56577,237054,53009,75319,55589,12723,37499,141226,9920,130190,19299,10493,23917,4681,50160,477,3026,134554,54267,6036,56162,29395,15271,11004,9060,12086,15636,89172,12356,8328,49712,48440,15446,876,477,NA,NA,NA,NA,NA
173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16179,955,2771,318,2723,36863,5573,0,9872,0,NA,NA,0,318,5573,0,16,40844,21083,40064,19633,48201,286050,55748,26910,51465,6926,22580,89460,15604,92866,9698,15685,22355,4443,39585,1067,23233,64490,37420,5510,56592,51799,26671,8376,5446,21671,10940,85987,13599,9029,19553,58997,24474,1911,0,NA,NA,NA,NA,NA
174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3981,796,3233,239,2548,21497,0,318,15939,159,NA,NA,0,159,1592,2389,0,57707,26910,66242,25000,41082,181306,39012,54140,32484,6273,33041,121991,16673,69092,6115,16274,22308,6895,21114,1752,12595,16720,48615,5748,50256,6274,29522,24507,7707,21003,7643,76433,15096,13233,29778,74187,16194,2229,1433,478,6051,2229,NA,NA
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45223,796,2388,96,478,75701,0,159,1274,159,NA,NA,0,0,4777,1274,0,35414,46975,31528,22292,9474,175000,73009,123009,40350,4458,27627,85827,10827,51369,15175,11624,11799,2150,31402,1274,5733,109873,13503,4124,39969,56545,14634,28599,13360,24125,11623,76433,9554,16401,46050,48567,22739,1433,637,28471,20206,10780,NA,NA
176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123885,3201,3583,0,478,122611,2389,0,955,318,NA,NA,0,0,4777,0,32,34330,22644,37691,29299,20892,113263,31306,67085,43647,5334,25398,84076,13741,52994,16959,13137,12643,1274,13375,239,11464,83599,13440,5732,39204,39729,13694,22771,4299,21911,14490,76433,18312,22388,53200,48550,15621,0,4777,34363,15255,23280,NA,NA
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165446,2245,1195,955,318,205255,318,64,159,NA,NA,NA,0,0,1592,1115,0,48948,25924,45080,30414,20143,135813,45382,46592,47739,11194,42133,109013,13169,87500,5398,16704,19491,3025,14474,1226,22770,305732,15318,14714,107022,84283,18916,21258,15047,5716,4618,42994,8376,8821,78297,72244,14649,23010,4379,94506,31210,34236,NA,NA
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7643,1592,1592,669,0,119427,159,0,0,NA,NA,NA,0,0,796,NA,0,36226,20144,52070,11226,24394,113884,18170,38694,19013,8025,14346,113645,6958,85669,3694,11943,13503,557,33041,1433,5096,365605,56450,8567,50080,106656,20542,11672,11147,31052,5971,31847,8759,24268,38312,80923,26115,2070,7086,49045,41863,25303,NA,NA
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86146,32,2389,0,923,284236,159,0,2867,NA,NA,NA,0,0,5573,NA,0,31019,24203,55860,30096,18360,142262,33759,62850,27707,3901,18566,83646,11703,63837,8997,12420,17802,1672,51433,796,955,258758,86241,6895,49857,80828,47437,13487,11576,12389,8343,144904,16545,41321,138407,72341,29490,159,1433,68520,53821,27851,4999,2453
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58917,0,2628,16,0,145063,NA,0,0,NA,NA,NA,0,0,3185,NA,32,60239,30875,71114,24204,15764,293408,99856,67866,22626,4156,24967,116545,13280,96592,10223,18710,16338,1178,26082,971,955,143312,53774,20302,72229,125287,33630,6480,3455,17898,7643,226911,14490,57707,148726,63280,31289,3821,2387,110096,78200,21050,7467,7261
181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48726,0,1592,0,48,0,NA,318,0,NA,NA,NA,0,0,3185,NA,NA,24840,12436,57054,20223,8296,132978,48853,56386,63917,1672,20430,68869,12897,52389,6576,16099,18296,796,13853,2468,159,47771,35255,9602,78042,129554,28710,11753,8201,43121,6163,55732,13088,12628,122483,96210,32978,159,3185,83566,57899,21480,12245,3662
182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143949,0,1720,0,318,138535,NA,159,0,NA,NA,NA,159,0,1592,NA,NA,36529,19937,41927,11720,54300,138423,39219,27150,26385,3662,20048,70063,10366,90940,16385,13710,20016,3981,19235,4458,796,160032,68407,11895,78375,143009,61895,17866,14666,19681,25732,167675,36943,17803,47037,51306,32086,637,4459,68328,91210,46385,11003,7913
183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11752,16,7006,0,159,129777,NA,318,7166,NA,NA,NA,NA,318,3185,NA,NA,41052,18933,68853,1592,51162,151225,22851,39682,45653,7006,26863,62373,5413,53520,30016,12738,14267,1768,4555,159,14904,9554,138534,16752,69156,151401,51466,14171,8296,20971,4570,11943,3344,14649,48742,46179,29858,2707,636,61322,39697,30095,8471,13153
184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108121,0,334,0,0,155255,NA,0,0,NA,NA,NA,NA,NA,7803,NA,NA,15845,42325,63217,9203,23646,96514,7691,38631,10175,4903,19442,48456,5478,47276,13535,16592,6847,3423,5636,2134,29236,136943,25462,17579,58105,161370,27660,25255,8758,55573,11067,234076,31402,22484,23376,74777,11656,2468,3502,36672,46289,34777,7228,9650
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138217,16,908,1035,318,52548,NA,955,2389,NA,NA,NA,NA,NA,2548,NA,NA,20509,70381,25718,11624,9205,120048,28295,32500,23821,3216,21321,56003,8360,56480,13710,11417,7963,3694,11464,64,17484,65287,38057,22277,69921,233471,24411,16768,10399,34140,14618,127389,25955,32197,128519,55732,27659,1672,2707,69937,73074,40303,10875,13359
186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121497,32,1545,NA,0,177771,NA,0,0,NA,NA,NA,NA,NA,1592,NA,NA,23105,34332,29618,7962,30000,85748,12404,39124,10811,5206,30351,47101,9076,42517,7675,21227,14045,637,16401,2070,2229,78025,53806,17850,83710,228248,45318,40510,11226,34825,17340,146497,8264,17898,121544,89857,19124,12101,1592,92071,75350,43392,13280,13885
187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113535,NA,NA,NA,159,230892,NA,318,7166,NA,NA,NA,NA,NA,1592,NA,NA,31560,109236,42197,10190,6799,84570,33361,22930,7707,1401,21497,43472,6130,67197,4252,7992,12739,1115,2230,NA,159,179140,95573,14888,94985,188694,50063,33026,16083,59093,17770,157643,32198,35128,140891,74045,39808,9251,637,120859,90365,34570,9633,14140
